,SAMPLE ID,IGSN,SOURCE,DOI,TITLE,JOURNAL,AUTHOR,EXPEDITION ID,LATITUDE,LONGITUDE,LOC PREC,MIN ELEVATION,MAX ELEVATION,MIN AGE,AGE,MAX AGE,METHOD,ANALYZED MATERIAL,ROCK TYPE,ROCK NAME,MINERAL,SIO2,TIO2,AL2O3,FE2O3T,MNO,MGO,CAO,NA2O,K2O,P2O5,LOI,NI,ZN,SR87_SR86,ND143_ND144,E_ND,PB206_PB204,PB207_PB204,PB208_PB204,HF176_HF177,E_HF,AR40_RG,AR38_AR36,AR40_AR36,LA,CE,PR,ND,SM,EU,GD,TB,DY,HO,ER,TM,YB,LU,BA,CR,CS,GA,HF,NB,NI,PB,RB,SC,SR,TA,TH,U,V,Y,ZN,ZR,DELTA_MG25,DELTA_MG26
79,PETDB-3297-B-3,,EARTHCHEMDB,10.1016/j.epsl.2017.01.040,MAGNESIUM ISOTOPIC VARIATION OF OCEANIC ISLAND BASALTS GENERATED BY PARTIAL MELTING AND CRUSTAL RECYCLING,EARTH PLANET SCI LETT,"ZHONG, Y; CHEN, L-H; WANG, X-J; ZHANG, G-L; XIE, L; ZENG, G",nr,18.92,-155.67,0.01,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,,,,,,,,,,,8.96,23.53,3.26,16.36,4.67,1.72,5.18,0.79,4.76,0.89,2.29,0.32,1.97,0.27,83.48,,,,3.4,9.6,,2.46,5.75,,339.46,,0.58,0.31,,24.95,,134.88,,
80,PETDB-3297-H-4-1,,EARTHCHEMDB,10.1016/j.epsl.2017.01.040,MAGNESIUM ISOTOPIC VARIATION OF OCEANIC ISLAND BASALTS GENERATED BY PARTIAL MELTING AND CRUSTAL RECYCLING,EARTH PLANET SCI LETT,"ZHONG, Y; CHEN, L-H; WANG, X-J; ZHANG, G-L; XIE, L; ZENG, G",nr,19.38,-155.1,0.01,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,,,,,,,,,,,10.45,26.19,3.6,17.73,4.86,1.75,5.34,0.83,4.88,0.91,2.35,0.33,1.99,0.28,94.13,,,,3.43,12.01,,0.95,6.55,,309.87,,0.74,0.27,,25.2,,132.94,,
81,PETDB-3297-H-9,,EARTHCHEMDB,10.1016/j.epsl.2017.01.040,MAGNESIUM ISOTOPIC VARIATION OF OCEANIC ISLAND BASALTS GENERATED BY PARTIAL MELTING AND CRUSTAL RECYCLING,EARTH PLANET SCI LETT,"ZHONG, Y; CHEN, L-H; WANG, X-J; ZHANG, G-L; XIE, L; ZENG, G",nr,19.38,-155.1,0.01,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,,,,,,,,,,,10.96,27.52,3.79,18.52,5.05,1.82,5.58,0.85,5.08,0.95,2.46,0.34,2.06,0.29,98.69,,,,3.62,12.75,,1,7.04,,325.29,,0.76,0.27,,26.67,,142.6,,
82,PETDB-3297-N-1,,EARTHCHEMDB,10.1016/j.epsl.2017.01.040,MAGNESIUM ISOTOPIC VARIATION OF OCEANIC ISLAND BASALTS GENERATED BY PARTIAL MELTING AND CRUSTAL RECYCLING,EARTH PLANET SCI LETT,"ZHONG, Y; CHEN, L-H; WANG, X-J; ZHANG, G-L; XIE, L; ZENG, G",nr,19.5,-155.22,0.01,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,,,,,,,,,,,13.02,32.34,4.39,21.08,5.51,1.95,5.88,0.91,5.33,0.98,2.52,0.34,2.12,0.29,119.74,,,,3.89,15,,1.15,8.46,,362.81,,0.94,0.33,,27.35,,155.15,,
83,R686-4.5-4.7,,EARTHCHEMDB,10.1038/s41561-019-0348-0,AN ISOTOPICALLY DEPLETED LOWER MANTLE COMPONENT IS INTRINSIC TO THE HAWAIIAN MANTLE PLUME,NATURE GEOSCIENCE,"DEFELICE, C; MALLICK, S; SAAL, A E; HUANG, S",nr,19.7408,-155.05,0.0001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,1.83,9.43,12.95,0.19,18.01,9.72,1.49,0.29,0.2,,820.48,92.01,,,,,,,,,,,,12.63,30.43,4.17,18.52,4.42,1.45,4.24,0.64,3.5,0.66,1.65,0.23,1.29,0.18,142.99,,,,3.11,14.97,820.48,1.27,2.25,27.9,333.71,1.19,1.09,0.38,309.07,18.35,92.01,124.21,,
84,R686-4.9-5.1,,EARTHCHEMDB,10.1038/s41561-019-0348-0,AN ISOTOPICALLY DEPLETED LOWER MANTLE COMPONENT IS INTRINSIC TO THE HAWAIIAN MANTLE PLUME,NATURE GEOSCIENCE,"DEFELICE, C; MALLICK, S; SAAL, A E; HUANG, S",nr,19.7408,-155.05,0.0001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,1.99,10.09,12.55,0.19,15.07,10.34,1.6,0.29,0.21,,617.96,90.04,,,,,,,,,,,,13.76,33.31,4.62,20.23,4.88,1.59,4.67,0.71,3.81,0.72,1.77,0.24,1.41,0.2,143.63,,,,3.41,16.18,617.96,1.38,3.09,29.84,362.61,1.34,1.2,0.4,324.41,19.85,90.04,134.19,,
85,R686-7.7-7.9,,EARTHCHEMDB,10.1038/s41561-019-0348-0,AN ISOTOPICALLY DEPLETED LOWER MANTLE COMPONENT IS INTRINSIC TO THE HAWAIIAN MANTLE PLUME,NATURE GEOSCIENCE,"DEFELICE, C; MALLICK, S; SAAL, A E; HUANG, S",nr,19.7408,-155.05,0.0001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,1.86,9.53,12.53,0.19,16.51,9.82,1.53,0.33,0.2,,735.04,88.69,,,,,,,,,,,,12.79,31.25,4.31,19.05,4.55,1.49,4.37,0.66,3.59,0.67,1.68,0.23,1.33,0.18,130.18,,,,3.21,15.41,735.04,1.28,5.13,28.42,336.75,1.76,1.12,0.36,306.49,18.55,88.69,125.06,,
86,R686-9.5-9.7,,EARTHCHEMDB,10.1038/s41561-019-0348-0,AN ISOTOPICALLY DEPLETED LOWER MANTLE COMPONENT IS INTRINSIC TO THE HAWAIIAN MANTLE PLUME,NATURE GEOSCIENCE,"DEFELICE, C; MALLICK, S; SAAL, A E; HUANG, S",nr,19.7408,-155.05,0.0001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,1.95,9.98,12.86,0.19,17.18,10.31,1.6,0.33,0.21,,741.76,90.99,,,,,,,,,,,,13.37,32.46,4.49,19.56,4.72,1.53,4.54,0.68,3.67,0.69,1.72,0.24,1.34,0.19,147.97,,,,3.29,15.77,741.76,1.33,4.23,29.91,349.61,1.32,1.14,0.37,325.32,19.44,90.99,130.71,,
87,R687-8.5-8.8,,EARTHCHEMDB,10.1038/s41561-019-0348-0,AN ISOTOPICALLY DEPLETED LOWER MANTLE COMPONENT IS INTRINSIC TO THE HAWAIIAN MANTLE PLUME,NATURE GEOSCIENCE,"DEFELICE, C; MALLICK, S; SAAL, A E; HUANG, S",nr,19.7408,-155.05,0.0001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,2.08,11.03,12.5,0.19,13.78,11.17,1.83,0.41,0.22,,541.33,89.44,,,,,,,,,,,,14.3,34.73,4.82,21.13,5.08,1.66,4.89,0.73,3.96,0.74,1.88,0.26,1.47,0.21,160.29,,,,3.54,17.04,541.33,1.44,6.61,30.76,376.32,1.37,1.24,0.43,336.29,20.83,89.44,140.07,,
88,R688-0.0-0.4,,EARTHCHEMDB,10.1038/s41561-019-0348-0,AN ISOTOPICALLY DEPLETED LOWER MANTLE COMPONENT IS INTRINSIC TO THE HAWAIIAN MANTLE PLUME,NATURE GEOSCIENCE,"DEFELICE, C; MALLICK, S; SAAL, A E; HUANG, S",nr,19.7408,-155.05,0.0001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,1.76,9.31,12.68,0.19,18.33,9.22,1.52,0.37,0.19,,821.37,88.47,,,,,,,,,,,,11.92,28.85,4.01,17.59,4.26,1.38,4.08,0.61,3.34,0.63,1.56,0.21,1.22,0.17,138.1,,,,2.99,14.13,821.37,1.19,5.25,27.04,321.42,1.24,1.03,0.34,281.4,17.42,88.47,116.93,,
89,R689-1.2-1.4,,EARTHCHEMDB,10.1038/s41561-019-0348-0,AN ISOTOPICALLY DEPLETED LOWER MANTLE COMPONENT IS INTRINSIC TO THE HAWAIIAN MANTLE PLUME,NATURE GEOSCIENCE,"DEFELICE, C; MALLICK, S; SAAL, A E; HUANG, S",nr,19.7408,-155.05,0.0001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,1.79,9.31,12.79,0.19,18.05,8.98,1.54,0.46,0.18,,818.84,89.04,,,,,,,,,,,,12.38,29.75,4.13,18.24,4.35,1.43,4.2,0.64,3.45,0.65,1.6,0.22,1.27,0.18,149.41,,,,3.06,14.67,818.84,1.26,8.23,27.47,328.48,1.41,1.05,0.32,286.23,17.79,89.04,120.52,,
90,R689-4.6-4.8,,EARTHCHEMDB,10.1038/s41561-019-0348-0,AN ISOTOPICALLY DEPLETED LOWER MANTLE COMPONENT IS INTRINSIC TO THE HAWAIIAN MANTLE PLUME,NATURE GEOSCIENCE,"DEFELICE, C; MALLICK, S; SAAL, A E; HUANG, S",nr,19.7408,-155.05,0.0001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,1.96,10.16,12.81,0.19,16.23,10.23,1.66,0.4,0.2,,688.44,91.09,,,,,,,,,,,,13.38,32.38,4.44,19.77,4.73,1.54,4.52,0.69,3.7,0.69,1.73,0.24,1.36,0.19,152.93,,,,3.29,16.18,688.44,1.37,5.23,30.12,352.18,1.84,1.13,0.38,314.29,19.53,91.09,131.59,,
91,R696-1.0-1.6,,EARTHCHEMDB,10.1038/s41561-019-0348-0,AN ISOTOPICALLY DEPLETED LOWER MANTLE COMPONENT IS INTRINSIC TO THE HAWAIIAN MANTLE PLUME,NATURE GEOSCIENCE,"DEFELICE, C; MALLICK, S; SAAL, A E; HUANG, S",nr,19.7408,-155.05,0.0001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,1.64,8.17,12.8,0.19,20.54,6.76,1.17,0.45,0.16,,918.53,98.07,,,,,,,,,,,,10.89,26.44,3.68,16.28,3.9,1.28,3.78,0.57,3.09,0.59,1.46,0.2,1.16,0.16,146.07,,,,2.74,12.99,918.53,1.18,8.54,25.67,257.62,0.94,0.94,0.29,243.45,16.23,98.07,109.92,,
92,R699-8.4-8.6,,EARTHCHEMDB,10.1038/s41561-019-0348-0,AN ISOTOPICALLY DEPLETED LOWER MANTLE COMPONENT IS INTRINSIC TO THE HAWAIIAN MANTLE PLUME,NATURE GEOSCIENCE,"DEFELICE, C; MALLICK, S; SAAL, A E; HUANG, S",nr,19.7408,-155.05,0.0001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,1.65,8.97,12.54,0.18,18.4,8.36,1.39,0.31,0.16,,825.68,90.03,,,,,,,,,,,,9.72,23.73,3.41,15.39,3.98,1.33,3.94,0.61,3.39,0.64,1.61,0.23,1.3,0.18,113.96,,,,2.75,11.63,825.68,0.92,4.62,25.74,289.05,0.92,0.85,0.27,258.86,17.8,90.03,106.23,,
93,R700-2.9-3.1,,EARTHCHEMDB,10.1038/s41561-019-0348-0,AN ISOTOPICALLY DEPLETED LOWER MANTLE COMPONENT IS INTRINSIC TO THE HAWAIIAN MANTLE PLUME,NATURE GEOSCIENCE,"DEFELICE, C; MALLICK, S; SAAL, A E; HUANG, S",nr,19.7408,-155.05,0.0001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,2.44,12.38,12.42,0.19,8.73,12.14,2.1,0.44,0.24,,211.73,96.1,,,,,,,,,,,,15.49,37.55,5.3,23.57,5.81,1.91,5.72,0.87,4.82,0.89,2.22,0.31,1.76,0.25,163.93,,,,4.01,18.86,211.73,1.53,8.11,31.51,418.98,1.48,1.3,0.45,365.62,25.46,96.1,162.56,,
94,R700-3.6-3.8,,EARTHCHEMDB,10.1038/s41561-019-0348-0,AN ISOTOPICALLY DEPLETED LOWER MANTLE COMPONENT IS INTRINSIC TO THE HAWAIIAN MANTLE PLUME,NATURE GEOSCIENCE,"DEFELICE, C; MALLICK, S; SAAL, A E; HUANG, S",nr,19.7408,-155.05,0.0001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,1.87,10.28,13.11,0.19,17.19,9.4,1.57,0.39,0.18,,749.66,94.33,,,,,,,,,,,,10.86,26.77,3.84,17.33,4.43,1.47,4.42,0.69,3.76,0.72,1.8,0.25,1.44,0.21,132.46,,,,3.08,13.13,749.66,1.05,6.46,28.88,305,1.08,0.96,0.29,283.08,20.15,94.33,120.94,,
95,R684-9.0-9.2,,EARTHCHEMDB,10.1038/s41561-019-0348-0,AN ISOTOPICALLY DEPLETED LOWER MANTLE COMPONENT IS INTRINSIC TO THE HAWAIIAN MANTLE PLUME,NATURE GEOSCIENCE,"DEFELICE, C; MALLICK, S; SAAL, A E; HUANG, S",nr,19.7408,-155.05,0.0001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,1.88,9.34,12.99,0.2,18.19,9.43,1.43,0.54,0.2,,802.37,89.35,,,,,,,,,,,,13.37,32.25,4.46,19.42,4.58,1.46,4.29,0.64,3.39,0.65,1.61,0.22,1.26,0.18,170.31,,,,3.21,15.47,802.37,1.33,10.61,28.53,315.64,1.18,1.09,0.33,311.66,17.93,89.35,128.59,,
96,R685-5.5-6.1,,EARTHCHEMDB,10.1038/s41561-019-0348-0,AN ISOTOPICALLY DEPLETED LOWER MANTLE COMPONENT IS INTRINSIC TO THE HAWAIIAN MANTLE PLUME,NATURE GEOSCIENCE,"DEFELICE, C; MALLICK, S; SAAL, A E; HUANG, S",nr,19.7408,-155.05,0.0001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,1.96,10.13,12.43,0.19,14.97,10.24,1.63,0.37,0.2,,610.34,87.48,,,,,,,,,,,,13.55,32.8,4.5,20.07,4.83,1.58,4.59,0.69,3.75,0.71,1.78,0.24,1.39,0.19,144.25,,,,3.36,16.03,610.34,1.36,5.99,29.23,356.16,1.31,1.17,0.41,317.8,19.48,87.48,132.92,,
97,R686-3.9-4.1,,EARTHCHEMDB,10.1038/s41561-019-0348-0,AN ISOTOPICALLY DEPLETED LOWER MANTLE COMPONENT IS INTRINSIC TO THE HAWAIIAN MANTLE PLUME,NATURE GEOSCIENCE,"DEFELICE, C; MALLICK, S; SAAL, A E; HUANG, S",nr,19.7408,-155.05,0.0001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,1.93,10,12.15,0.19,14.56,8.78,1.44,0.5,0.23,,553.78,82.61,,,,,,,,,,,,13.18,32.08,4.46,19.56,4.7,1.54,4.49,0.68,3.69,0.68,1.74,0.24,1.38,0.19,160.64,,,,3.32,15.5,553.78,1.36,9.23,28.91,327.19,1.15,1.14,0.35,299.33,19.16,82.61,131.22,,
98,R696-2.1-2.3,,EARTHCHEMDB,10.1038/s41561-019-0348-0,AN ISOTOPICALLY DEPLETED LOWER MANTLE COMPONENT IS INTRINSIC TO THE HAWAIIAN MANTLE PLUME,NATURE GEOSCIENCE,"DEFELICE, C; MALLICK, S; SAAL, A E; HUANG, S",nr,19.7408,-155.05,0.0001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,1.74,9.02,12.79,0.19,18.17,8.75,1.5,0.44,0.18,,844.44,89.57,,,,,,,,,,,,11.87,28.87,3.98,17.59,4.22,1.39,4.08,0.62,3.38,0.63,1.59,0.22,1.26,0.17,141.78,,,,2.98,14.08,844.44,1.19,8.21,27.06,308.83,1.17,1.03,0.32,277.8,17.49,89.57,117.54,,
99,R696-6.5-6.7,,EARTHCHEMDB,10.1038/s41561-019-0348-0,AN ISOTOPICALLY DEPLETED LOWER MANTLE COMPONENT IS INTRINSIC TO THE HAWAIIAN MANTLE PLUME,NATURE GEOSCIENCE,"DEFELICE, C; MALLICK, S; SAAL, A E; HUANG, S",nr,19.7408,-155.05,0.0001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,1.64,7.92,13.05,0.19,21.38,7.26,1.17,0.49,0.16,,952.57,89.94,,,,,,,,,,,,10.82,25.91,3.65,16.17,3.9,1.27,3.75,0.57,3.07,0.57,1.45,0.2,1.15,0.16,138.21,,,,2.71,12.97,952.57,1.06,9.31,25.68,250.4,1.03,0.94,0.28,257.21,16.26,89.94,108.95,,
100,R696-9.4-9.6,,EARTHCHEMDB,10.1038/s41561-019-0348-0,AN ISOTOPICALLY DEPLETED LOWER MANTLE COMPONENT IS INTRINSIC TO THE HAWAIIAN MANTLE PLUME,NATURE GEOSCIENCE,"DEFELICE, C; MALLICK, S; SAAL, A E; HUANG, S",nr,19.7408,-155.05,0.0001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,1.86,9.56,12.53,0.19,16.42,9.73,1.45,0.27,0.18,,700.18,90.5,,,,,,,,,,,,12.67,30.75,4.26,18.79,4.5,1.49,4.41,0.66,3.58,0.67,1.68,0.23,1.34,0.19,120.76,,,,3.2,15.02,700.18,1.27,3.52,28.65,333.21,1.17,1.1,0.4,300.18,18.95,90.5,126.95,,
101,R698-1.4-1.6,,EARTHCHEMDB,10.1038/s41561-019-0348-0,AN ISOTOPICALLY DEPLETED LOWER MANTLE COMPONENT IS INTRINSIC TO THE HAWAIIAN MANTLE PLUME,NATURE GEOSCIENCE,"DEFELICE, C; MALLICK, S; SAAL, A E; HUANG, S",nr,19.7408,-155.05,0.0001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,1.84,9.76,12.59,0.19,16.99,9.56,1.52,0.27,0.19,,749.71,89.56,,,,,,,,,,,,12.15,29.55,4.11,18.37,4.51,1.47,4.39,0.67,3.67,0.68,1.71,0.24,1.35,0.19,123.09,,,,3.14,14.53,749.71,1.2,3.1,28.19,328.61,1.14,1.06,0.36,295.28,19.03,89.56,124.56,,
102,R698-2.6-2.7,,EARTHCHEMDB,10.1038/s41561-019-0348-0,AN ISOTOPICALLY DEPLETED LOWER MANTLE COMPONENT IS INTRINSIC TO THE HAWAIIAN MANTLE PLUME,NATURE GEOSCIENCE,"DEFELICE, C; MALLICK, S; SAAL, A E; HUANG, S",nr,19.7408,-155.05,0.0001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,1.75,9.08,12.77,0.17,19.26,9.46,1.46,0.3,0.18,,875.64,339.08,,,,,,,,,,,,11.66,27.68,3.86,17.2,4.1,1.39,4.03,0.62,3.39,0.62,1.53,0.22,1.22,0.17,119.79,,,,2.94,14.26,875.64,1.12,4.27,26.81,313.14,1.26,0.99,0.36,288.44,17.43,339.08,118,,
103,R698-8.3-8.5,,EARTHCHEMDB,10.1038/s41561-019-0348-0,AN ISOTOPICALLY DEPLETED LOWER MANTLE COMPONENT IS INTRINSIC TO THE HAWAIIAN MANTLE PLUME,NATURE GEOSCIENCE,"DEFELICE, C; MALLICK, S; SAAL, A E; HUANG, S",nr,19.7408,-155.05,0.0001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,1.67,8.7,12.74,0.18,18.73,8.21,1.37,0.4,0.16,,849.3,89.19,,,,,,,,,,,,10.92,26.41,3.69,16.53,4.07,1.32,3.98,0.61,3.34,0.62,1.55,0.22,1.23,0.17,144.18,,,,2.84,13.15,849.3,1.09,7.19,26.19,290.44,0.98,0.97,0.29,261.23,17.25,89.19,112.62,,
104,R698-9.1-9.3,,EARTHCHEMDB,10.1038/s41561-019-0348-0,AN ISOTOPICALLY DEPLETED LOWER MANTLE COMPONENT IS INTRINSIC TO THE HAWAIIAN MANTLE PLUME,NATURE GEOSCIENCE,"DEFELICE, C; MALLICK, S; SAAL, A E; HUANG, S",nr,19.7408,-155.05,0.0001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,1.81,9.41,11.08,0.15,13.85,8.1,1.14,0.34,0.18,,497.42,78.78,,,,,,,,,,,,11.56,27.58,3.97,17.7,4.35,1.46,4.23,0.67,3.58,0.67,1.68,0.23,1.35,0.19,160.21,,,,3.08,14.17,497.42,1.18,5.67,26.85,260.51,1.04,1.06,0.34,270.39,18.33,78.78,119.51,,
105,R699-3.7-4.0,,EARTHCHEMDB,10.1038/s41561-019-0348-0,AN ISOTOPICALLY DEPLETED LOWER MANTLE COMPONENT IS INTRINSIC TO THE HAWAIIAN MANTLE PLUME,NATURE GEOSCIENCE,"DEFELICE, C; MALLICK, S; SAAL, A E; HUANG, S",nr,19.7408,-155.05,0.0001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,1.82,9.85,12.68,0.19,16.78,9.87,1.53,0.23,0.18,,734.44,91.21,,,,,,,,,,,,11.41,27.96,3.95,17.7,4.39,1.46,4.38,0.67,3.68,0.69,1.73,0.24,1.38,0.19,118.99,,,,3.09,13.83,734.44,1.12,2.91,28.71,318.09,1.17,1,0.34,291.53,19.3,91.21,121.1,,
106,R699-5.4-5.6,,EARTHCHEMDB,10.1038/s41561-019-0348-0,AN ISOTOPICALLY DEPLETED LOWER MANTLE COMPONENT IS INTRINSIC TO THE HAWAIIAN MANTLE PLUME,NATURE GEOSCIENCE,"DEFELICE, C; MALLICK, S; SAAL, A E; HUANG, S",nr,19.7408,-155.05,0.0001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,1.92,10.33,13.84,0.18,19.41,9.76,1.66,0.45,0.19,,864.27,109.43,,,,,,,,,,,,12.22,29.04,4.13,18.71,4.7,1.57,4.68,0.74,4.04,0.75,1.9,0.27,1.5,0.22,160.69,,,,3.29,14.42,864.27,1.13,7.65,29.56,316.26,1.17,1.06,0.37,305.57,20.37,109.43,127.07,,
